ID,modified,rightsHolder,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,basisOfRecord,occurrenceID,catalogNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,behavior,establishmentMeans,occurrenceStatus,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,eventDate,eventID,identificationID,typeStatus,identifiedBy,dateIdentified,identificationRemarks,identificationQualifier,country,stateProvince,county,municipality,locality,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,taxonID,acceptedNameUsageID,scientificName,acceptedNameUsage,kingdom,phylum,class,order,family,genus,taxonRank,recordedByID,identifiedByID,materialSampleID,samplingProtocol,Organism id
OBS8024418,2026-05-04T09:18:30Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024418,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29709993,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,3PR2P,,Inocybe griseolilacina J.E. Lange,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Species,,,,,
OBS8024419,2026-05-04T09:18:30Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024419,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29709994,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,6N7SC,,Inosperma bongardii (Weinm.) Matheny & Esteve-Rav.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inosperma,Species,,,,,
OBS8024420,2026-05-04T09:18:30Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024420,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29709995,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,6NQ5K,,Laccaria laccata (Scop.) Cooke,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,Species,,,,,
OBS8024421,2026-05-04T09:18:30Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024421,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29709996,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,3RRM6,,Lactarius atlanticus Bon,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Species,,,,,
OBS8024422,2026-05-04T09:18:30Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024422,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29709997,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,3RRQ8,,Lactarius chrysorrheus Fr.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Species,,,,,
OBS8024423,2026-05-04T09:18:30Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024423,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29709998,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,3RRYQ,,Lactarius luridus (Pers.) Gray,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Species,,,,,
OBS8024424,2026-05-04T09:18:30Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024424,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29709999,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,3RSBL,,Lactarius tesquorum Malençon,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Species,,,,,
OBS8024425,2026-05-04T09:18:30Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024425,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710000,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,6P5F2,,Leccinellum lepidum (H. Bouchet ex Essette) Bresinsky & Manfr. Binder,,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinellum,Species,,,,,
OBS8024426,2026-05-04T09:18:30Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024426,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710001,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,6P5F8,,Leccinellum corsicum (Rolland) Bresinsky & Manfr. Binder,,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinellum,Species,,,,,
OBS8024427,2026-05-04T09:18:30Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024427,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710002,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,3T5MH,,Lentinus brumalis (Pers.) Zmitr.,,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lentinus,Species,,,,,
OBS8024428,2026-05-04T09:18:30Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024428,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710003,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,6PDLP,,Lepiota brunneolilacea Bon & Boiffard,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Species,,,,,
OBS8024429,2026-05-04T09:18:30Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024429,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710004,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,6PDMT,,Lepiota castanea Quél.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Species,,,,,
OBS8024430,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024430,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710005,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,6PDBL,,Lepiota cristata (Bolton) P. Kumm.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Species,,,,,
OBS8024431,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024431,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710006,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,6PDFY,,Lepiota felina (Pers.) P. Karst.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Species,,,,,
OBS8024432,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024432,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710007,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,,6PDMT,Lepiota ignipes Locq. ex Bon,Lepiota castanea Quél.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Species,,,,,
OBS8024433,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024433,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710008,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,6PD87,,Lepiota ignivolvata Bousset & Joss. ex Joss.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Species,,,,,
OBS8024434,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024434,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710009,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,3TFST,,Lepista nuda (Bull.) Cooke,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales fam Incertae sedis,Lepista,Species,,,,,
OBS8024435,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024435,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710010,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,,,Lepista panaeolus (Fr.) P. Karst.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales fam Incertae sedis,Lepista,Species,,,,,
OBS8024436,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024436,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710011,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,72PKM,,Lycoperdon molle Pers.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Species,,,,,
OBS8024437,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024437,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710012,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,3X5NK,,Macrolepiota mastoidea (Fr.) Singer,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Macrolepiota,Species,,,,,
OBS8024438,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024438,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710013,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,72XGM,,Melanoleuca melaleuca (Pers.) Murrill,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales fam Incertae sedis,Melanoleuca,Species,,,,,
OBS8024439,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024439,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710014,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,,6L7ZZ,Micromphale brassicolens (Romagn.) P.D. Orton,Gymnopus brassicolens (Romagn.) Antonín & Noordel.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Species,,,,,
OBS8024440,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024440,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710015,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,44SMJ,,Mycena acicula (Schaeff.) P. Kumm.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Species,,,,,
OBS8024441,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024441,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710016,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,44TNL,,Mycena polyadelpha (Lasch) Kühner,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Species,,,,,
OBS8024442,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024442,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710017,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,44TQP,,Mycena pura (Pers.) P. Kumm.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Species,,,,,
OBS8024443,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024443,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710018,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,,44TSM,Mycena rosea (Pers.) Sacc.,Mycena rosella (Fr.) P. Kumm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Species,,,,,
OBS8024444,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024444,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710019,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,75CPV,,Otidea bufonia (Pers.) Boud.,,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Otidea,Species,,,,,
OBS8024445,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024445,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710020,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,,,Parasola conopilea (Fr.) Örstadius & E. Larss.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Species,,,,,
OBS8024446,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024446,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710021,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,4FZMN,,Phellodon niger (Fr.) P. Karst.,,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Phellodon,Species,,,,,
OBS8024447,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024447,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710022,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,6VB27,,Phlebia tremellosa (Schrad.) Nakasone & Burds.,,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,Species,,,,,
OBS8024448,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024448,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710023,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,,32NXY,Postia subcaesia (A. David) Jülich,Cyanosporus subcaesius (A. David) B.K. Cui; L.L. Shen & Y.C. Dai,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporales fam Incertae sedis,Cyanosporus,Species,,,,,
OBS8024449,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024449,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710024,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,4RBVZ,,Ramaria stricta (Pers.) Quél.,,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Ramaria,Species,,,,,
OBS8024450,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024450,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710025,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,4SF4S,,Rhodocollybia butyracea (Bull.) Lennox,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Rhodocollybia,Species,,,,,
OBS8024451,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024451,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710026,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,4TRXX,,Russula fragilis Fr.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Species,,,,,
OBS8024452,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024452,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710027,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,,,Russula globispora (J. Blum.) Bon,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Species,,,,,
OBS8024453,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024453,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710028,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,79WX9,,Schizophyllum commune Fr.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,Species,,,,,
OBS8024454,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024454,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710029,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,4VPNQ,,Scleroderma verrucosum (Bull.) Pers.,,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,Species,,,,,
OBS8024455,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024455,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710030,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,,,Singerocybe phaeophthalma (Pers.) Harmaja,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales fam Incertae sedis,Singerocybe,Species,,,,,
OBS8024456,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024456,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710031,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,6ZQZP,,Stereum hirsutum (Willd.) Pers.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,Species,,,,,
OBS8024457,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024457,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710032,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,53F3Q,,Suillus collinitus (Fr.) Kuntze,,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Species,,,,,
OBS8024458,2026-05-04T09:18:31Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024458,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710033,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,58DG9,,Tricholoma album (Schaeff.) P. Kumm.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Species,,,,,
OBS8024459,2026-05-04T09:18:40Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024459,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710034,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,58DGR,,Tricholoma argyraceum (Bull.) Gillet,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Species,,,,,
OBS8024460,2026-05-04T09:18:40Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024460,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710035,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,58DH2,,Tricholoma atrosquamosum (Chevall.) Sacc.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Species,,,,,
OBS8024461,2026-05-04T09:18:40Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024461,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710036,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,58DHK,,Tricholoma basirubens (Bon) A. Riva & Bon,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Species,,,,,
OBS8024462,2026-05-04T09:18:40Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024462,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710037,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,,,Tricholoma bresadolae Schulzer,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Species,,,,,
OBS8024463,2026-05-04T09:18:41Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024463,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710038,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,58DJ2,,Tricholoma bresadolanum Clémencon,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Species,,,,,
OBS8024464,2026-05-04T09:18:41Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024464,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710039,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,7CS5B,,Tricholoma orirubens Quél.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Species,,,,,
OBS8024465,2026-05-04T09:18:41Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024465,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710040,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,58DYJ,,Tricholoma saponaceum (Fr.) P. Kumm.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Species,,,,,
OBS8024466,2026-05-04T09:18:41Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024466,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710041,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,58DYL,,Tricholoma scalpturatum (Fr.) Quél.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Species,,,,,
OBS8024467,2026-05-04T09:18:41Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024467,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710042,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,,,Tricholoma squarrulosum (Chev.) Sacc.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Species,,,,,
OBS8024468,2026-05-04T09:18:41Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024468,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710043,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,7D3FT,,Tricholoma sulphureum (Bull.) P. Kumm.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Species,,,,,
OBS8024469,2026-05-04T09:18:41Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024469,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710044,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,7D9Q7,,Tulostoma fimbriatum Fr.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,Species,,,,,
OBS8024470,2026-05-04T09:18:41Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024470,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710045,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,5CCLT,,Xerocomellus porosporus (Imler ex G. Moreno & Bon) Šutara,,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,Species,,,,,
OBS8024471,2026-05-04T09:18:41Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024471,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710046,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,3KJX6,,Helvella crispa Bull.,,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,Species,,,,,
OBS8024472,2026-05-04T09:18:41Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024472,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710047,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,3NC26,,Hygrophorus hypothejus (Fr.) Fr.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Species,,,,,
OBS8024473,2026-05-04T09:18:41Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024473,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710048,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,3RRQ8,,Lactarius chrysorrheus Fr.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Species,,,,,
OBS8024474,2026-05-04T09:18:41Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024474,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710049,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,3RRZD,,Lactarius mediterraneensis Llistos. & Bellù,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Species,,,,,
OBS8024475,2026-05-04T09:18:41Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024475,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710050,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,44TQP,,Mycena pura (Pers.) P. Kumm.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Species,,,,,
OBS8024476,2026-05-04T09:18:41Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,8024476,,,,,individuals,,,,,,,,,,,2025-11-24,https://app.plutof.ut.ee/event/view/16434055,29710051,,,,,,Italy,,,,Nurallau,39.81511049,9.1211221,WGS84,,,44TSM,Mycena rosea (Pers.) Sacc.,Mycena rosella (Fr.) P. Kumm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Species,,,,,
